village,location,property_type,road_type,year,price_lakhs
baghat i barzulla,mandir bagh,commercial,front side road,2031,163.873201917991
baghat i barzulla,rawathpora,residential,front side road,2021,63.0
baghat i barzulla,rawathpora,residential,front side road,2022,67.41000000000001
baghat i barzulla,rawathpora,residential,front side road,2023,72.12870000000001
baghat i barzulla,rawathpora,residential,front side road,2024,77.17770900000001
baghat i barzulla,rawathpora,residential,front side road,2025,82.58014863000001
baghat i barzulla,rawathpora,residential,front side road,2026,88.36075903410003
baghat i barzulla,rawathpora,residential,front side road,2027,94.54601216648703
baghat i barzulla,rawathpora,residential,front side road,2028,101.16423301814113
baghat i barzulla,rawathpora,residential,front side road,2029,108.24572932941102
baghat i barzulla,rawathpora,residential,front side road,2030,115.8229303824698
baghat i barzulla,rawathpora,residential,front side road,2031,123.9305355092427
baghat i barzulla,rawathpora,commercial,front side road,2021,79.89999999999999
baghat i barzulla,rawathpora,commercial,front side road,2022,86.292
baghat i barzulla,rawathpora,commercial,front side road,2023,93.19536000000001
baghat i barzulla,rawathpora,commercial,front side road,2024,100.65098880000002
baghat i barzulla,rawathpora,commercial,front side road,2025,108.70306790400002
baghat i barzulla,rawathpora,commercial,front side road,2026,117.39931333632003
baghat i barzulla,rawathpora,commercial,front side road,2027,126.79125840322565
baghat i barzulla,rawathpora,commercial,front side road,2028,136.93455907548372
baghat i barzulla,rawathpora,commercial,front side road,2029,147.8893238015224
baghat i barzulla,rawathpora,commercial,front side road,2030,159.72046970564423
baghat i barzulla,rawathpora,commercial,front side road,2031,172.4981072820958
baghat i barzulla,khan mohalla,residential,front side road,2021,63.0
baghat i barzulla,khan mohalla,residential,front side road,2022,67.41000000000001
baghat i barzulla,khan mohalla,residential,front side road,2023,72.12870000000001
baghat i barzulla,khan mohalla,residential,front side road,2024,77.17770900000001
baghat i barzulla,khan mohalla,residential,front side road,2025,82.58014863000001
baghat i barzulla,khan mohalla,residential,front side road,2026,88.36075903410003
baghat i barzulla,khan mohalla,residential,front side road,2027,94.54601216648703
baghat i barzulla,khan mohalla,residential,front side road,2028,101.16423301814113
baghat i barzulla,khan mohalla,residential,front side road,2029,108.24572932941102
baghat i barzulla,khan mohalla,residential,front side road,2030,115.8229303824698
baghat i barzulla,khan mohalla,residential,front side road,2031,123.9305355092427
baghat i barzulla,khan mohalla,commercial,front side road,2021,79.89999999999999
baghat i barzulla,khan mohalla,commercial,front side road,2022,86.292
baghat i barzulla,khan mohalla,commercial,front side road,2023,93.19536000000001
baghat i barzulla,khan mohalla,commercial,front side road,2024,100.65098880000002
baghat i barzulla,khan mohalla,commercial,front side road,2025,108.70306790400002
baghat i barzulla,khan mohalla,commercial,front side road,2026,117.39931333632003
baghat i barzulla,khan mohalla,commercial,front side road,2027,126.79125840322565
baghat i barzulla,khan mohalla,commercial,front side road,2028,136.93455907548372
baghat i barzulla,khan mohalla,commercial,front side road,2029,147.8893238015224
baghat i barzulla,khan mohalla,commercial,front side road,2030,159.72046970564423
baghat i barzulla,khan mohalla,commercial,front side road,2031,172.4981072820958
baghat i barzulla,jahangir colony,residential,front side road,2021,59.85
baghat i barzulla,jahangir colony,residential,front side road,2022,64.0395
baghat i barzulla,jahangir colony,residential,front side road,2023,68.52226499999999
baghat i barzulla,jahangir colony,residential,front side road,2024,73.31882355
baghat i barzulla,jahangir colony,residential,front side road,2025,78.45114119850001
baghat i barzulla,jahangir colony,residential,front side road,2026,83.94272108239502
baghat i barzulla,jahangir colony,residential,front side road,2027,89.81871155816268
baghat i barzulla,jahangir colony,residential,front side road,2028,96.10602136723408
baghat i barzulla,jahangir colony,residential,front side road,2029,102.83344286294046
baghat i barzulla,jahangir colony,residential,front side road,2030,110.0317838633463
baghat i barzulla,jahangir colony,residential,front side road,2031,117.73400873378056
baghat i barzulla,jahangir colony,commercial,front side road,2021,75.905
baghat i barzulla,jahangir colony,commercial,front side road,2022,81.9774
baghat i barzulla,jahangir colony,commercial,front side road,2023,88.535592
baghat i barzulla,jahangir colony,commercial,front side road,2024,95.61843936000001
baghat i barzulla,jahangir colony,commercial,front side road,2025,103.26791450880002
baghat i barzulla,jahangir colony,commercial,front side road,2026,111.52934766950403
baghat i barzulla,jahangir colony,commercial,front side road,2027,120.45169548306437
baghat i barzulla,jahangir colony,commercial,front side road,2028,130.0878311217095
baghat i barzulla,jahangir colony,commercial,front side road,2029,140.49485761144626
baghat i barzulla,jahangir colony,commercial,front side road,2030,151.734446220362
baghat i barzulla,jahangir colony,commercial,front side road,2031,163.873201917991
baghat i barzulla,abi guzar kothibagh,residential,front side road,2021,59.85
baghat i barzulla,abi guzar kothibagh,residential,front side road,2022,64.0395
baghat i barzulla,abi guzar kothibagh,residential,front side road,2023,68.52226499999999
baghat i barzulla,abi guzar kothibagh,residential,front side road,2024,73.31882355
baghat i barzulla,abi guzar kothibagh,residential,front side road,2025,78.45114119850001
baghat i barzulla,abi guzar kothibagh,residential,front side road,2026,83.94272108239502
baghat i barzulla,abi guzar kothibagh,residential,front side road,2027,89.81871155816268
baghat i barzulla,abi guzar kothibagh,residential,front side road,2028,96.10602136723408
baghat i barzulla,abi guzar kothibagh,residential,front side road,2029,102.83344286294046
baghat i barzulla,abi guzar kothibagh,residential,front side road,2030,110.0317838633463
baghat i barzulla,abi guzar kothibagh,residential,front side road,2031,117.73400873378056
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2021,75.905
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2022,81.9774
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2023,88.535592
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2024,95.61843936000001
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2025,103.26791450880002
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2026,111.52934766950403
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2027,120.45169548306437
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2028,130.0878311217095
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2029,140.49485761144626
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2030,151.734446220362
baghat i barzulla,abi guzar kothibagh,commercial,front side road,2031,163.873201917991
hyderpora,gulberg colony,residential,front side road,2021,59.85
hyderpora,gulberg colony,residential,front side road,2022,64.0395
hyderpora,gulberg colony,residential,front side road,2023,68.52226499999999
hyderpora,gulberg colony,residential,front side road,2024,73.31882355
hyderpora,gulberg colony,residential,front side road,2025,78.45114119850001
hyderpora,gulberg colony,residential,front side road,2026,83.94272108239502
hyderpora,gulberg colony,residential,front side road,2027,89.81871155816268
hyderpora,gulberg colony,residential,front side road,2028,96.10602136723408
hyderpora,gulberg colony,residential,front side road,2029,102.83344286294046
hyderpora,gulberg colony,residential,front side road,2030,110.0317838633463
hyderpora,gulberg colony,residential,front side road,2031,117.73400873378056
hyderpora,gulberg colony,commercial,front side road,2021,75.905
hyderpora,gulberg colony,commercial,front side road,2022,81.9774
hyderpora,gulberg colony,commercial,front side road,2023,88.535592
hyderpora,gulberg colony,commercial,front side road,2024,95.61843936000001
hyderpora,gulberg colony,commercial,front side road,2025,103.26791450880002
hyderpora,gulberg colony,commercial,front side road,2026,111.52934766950403
hyderpora,gulberg colony,commercial,front side road,2027,120.45169548306437
hyderpora,gulberg colony,commercial,front side road,2028,130.0878311217095
hyderpora,gulberg colony,commercial,front side road,2029,140.49485761144626
hyderpora,gulberg colony,commercial,front side road,2030,151.734446220362
hyderpora,gulberg colony,commercial,front side road,2031,163.873201917991
hyderpora,shah anwar colony post office colony,residential,front side road,2021,64.98
hyderpora,shah anwar colony post office colony,residential,front side road,2022,69.52860000000001
hyderpora,shah anwar colony post office colony,residential,front side road,2023,74.395602
hyderpora,shah anwar colony post office colony,residential,front side road,2024,79.60329414
hyderpora,shah anwar colony post office colony,residential,front side road,2025,85.17552472980002
hyderpora,shah anwar colony post office colony,residential,front side road,2026,91.13781146088603
hyderpora,shah anwar colony post office colony,residential,front side road,2027,97.51745826314804
hyderpora,shah anwar colony post office colony,residential,front side road,2028,104.34368034156842
hyderpora,shah anwar colony post office colony,residential,front side road,2029,111.64773796547823
hyderpora,shah anwar colony post office colony,residential,front side road,2030,119.46307962306169
hyderpora,shah anwar colony post office colony,residential,front side road,2031,127.82549519667603
hyderpora,shah anwar colony post office colony,commercial,front side road,2021,79.13499999999999
hyderpora,shah anwar colony post office colony,commercial,front side road,2022,85.4658
hyderpora,shah anwar colony post office colony,commercial,front side road,2023,92.303064
hyderpora,shah anwar colony post office colony,commercial,front side road,2024,99.68730912000001
hyderpora,shah anwar colony post office colony,commercial,front side road,2025,107.6622938496
hyderpora,shah anwar colony post office colony,commercial,front side road,2026,116.27527735756804
hyderpora,shah anwar colony post office colony,commercial,front side road,2027,125.57729954617348
hyderpora,shah anwar colony post office colony,commercial,front side road,2028,135.62348350986736
hyderpora,shah anwar colony post office colony,commercial,front side road,2029,146.47336219065676
hyderpora,shah anwar colony post office colony,commercial,front side road,2030,158.1912311659093
hyderpora,shah anwar colony post office colony,commercial,front side road,2031,170.84652965918207
hyderpora,green avenue sec a,residential,front side road,2021,68.4
hyderpora,green avenue sec a,residential,front side road,2022,73.188
hyderpora,green avenue sec a,residential,front side road,2023,78.31116
hyderpora,green avenue sec a,residential,front side road,2024,83.79294120000002
hyderpora,green avenue sec a,residential,front side road,2025,89.65844708400002
hyderpora,green avenue sec a,residential,front side road,2026,95.93453837988004
hyderpora,green avenue sec a,residential,front side road,2027,102.64995606647163
hyderpora,green avenue sec a,residential,front side road,2028,109.83545299112465
hyderpora,green avenue sec a,residential,front side road,2029,117.52393470050339
hyderpora,green avenue sec a,residential,front side road,2030,125.75061012953863
hyderpora,green avenue sec a,residential,front side road,2031,134.55315283860637
hyderpora,green avenue sec a,commercial,front side road,2021,83.3
hyderpora,green avenue sec a,commercial,front side road,2022,89.964
hyderpora,green avenue sec a,commercial,front side road,2023,97.16112000000001
hyderpora,green avenue sec a,commercial,front side road,2024,104.93400960000001
hyderpora,green avenue sec a,commercial,front side road,2025,113.32873036800001
hyderpora,green avenue sec a,commercial,front side road,2026,122.39502879744005
hyderpora,green avenue sec a,commercial,front side road,2027,132.18663110123524
hyderpora,green avenue sec a,commercial,front side road,2028,142.76156158933406
hyderpora,green avenue sec a,commercial,front side road,2029,154.18248651648082
hyderpora,green avenue sec a,commercial,front side road,2030,166.5170854377993
hyderpora,green avenue sec a,commercial,front side road,2031,179.83845227282325
hyderpora,jeelan abad,residential,front side road,2021,68.4
hyderpora,jeelan abad,residential,front side road,2022,73.188
hyderpora,jeelan abad,residential,front side road,2023,78.31116
hyderpora,jeelan abad,residential,front side road,2024,83.79294120000002
hyderpora,jeelan abad,residential,front side road,2025,89.65844708400002
hyderpora,jeelan abad,residential,front side road,2026,95.93453837988004
hyderpora,jeelan abad,residential,front side road,2027,102.64995606647163
hyderpora,jeelan abad,residential,front side road,2028,109.83545299112465
hyderpora,jeelan abad,residential,front side road,2029,117.52393470050339
hyderpora,jeelan abad,residential,front side road,2030,125.75061012953863
hyderpora,jeelan abad,residential,front side road,2031,134.55315283860637
hyderpora,jeelan abad,commercial,front side road,2021,83.3
hyderpora,jeelan abad,commercial,front side road,2022,89.964
hyderpora,jeelan abad,commercial,front side road,2023,97.16112000000001
hyderpora,jeelan abad,commercial,front side road,2024,104.93400960000001
hyderpora,jeelan abad,commercial,front side road,2025,113.32873036800001
hyderpora,jeelan abad,commercial,front side road,2026,122.39502879744005
hyderpora,jeelan abad,commercial,front side road,2027,132.18663110123524
hyderpora,jeelan abad,commercial,front side road,2028,142.76156158933406
hyderpora,jeelan abad,commercial,front side road,2029,154.18248651648082
hyderpora,jeelan abad,commercial,front side road,2030,166.5170854377993
hyderpora,jeelan abad,commercial,front side road,2031,179.83845227282325
hyderpora,bon mohalla,residential,front side road,2021,68.4
hyderpora,bon mohalla,residential,front side road,2022,73.188
hyderpora,bon mohalla,residential,front side road,2023,78.31116
hyderpora,bon mohalla,residential,front side road,2024,83.79294120000002
hyderpora,bon mohalla,residential,front side road,2025,89.65844708400002
hyderpora,bon mohalla,residential,front side road,2026,95.93453837988004
hyderpora,bon mohalla,residential,front side road,2027,102.64995606647163
hyderpora,bon mohalla,residential,front side road,2028,109.83545299112465
hyderpora,bon mohalla,residential,front side road,2029,117.52393470050339
hyderpora,bon mohalla,residential,front side road,2030,125.75061012953863
hyderpora,bon mohalla,residential,front side road,2031,134.55315283860637
hyderpora,bon mohalla,commercial,front side road,2021,83.3
hyderpora,bon mohalla,commercial,front side road,2022,89.964
hyderpora,bon mohalla,commercial,front side road,2023,97.16112000000001
hyderpora,bon mohalla,commercial,front side road,2024,104.93400960000001
hyderpora,bon mohalla,commercial,front side road,2025,113.32873036800001
hyderpora,bon mohalla,commercial,front side road,2026,122.39502879744005
hyderpora,bon mohalla,commercial,front side road,2027,132.18663110123524
hyderpora,bon mohalla,commercial,front side road,2028,142.76156158933406
hyderpora,bon mohalla,commercial,front side road,2029,154.18248651648082
hyderpora,bon mohalla,commercial,front side road,2030,166.5170854377993
hyderpora,bon mohalla,commercial,front side road,2031,179.83845227282325
hyderpora,wazapora,residential,front side road,2021,68.4
hyderpora,wazapora,residential,front side road,2022,73.188
hyderpora,wazapora,residential,front side road,2023,78.31116
hyderpora,wazapora,residential,front side road,2024,83.79294120000002
hyderpora,wazapora,residential,front side road,2025,89.65844708400002
hyderpora,wazapora,residential,front side road,2026,95.93453837988004
hyderpora,wazapora,residential,front side road,2027,102.64995606647163
hyderpora,wazapora,residential,front side road,2028,109.83545299112465
hyderpora,wazapora,residential,front side road,2029,117.52393470050339
hyderpora,wazapora,residential,front side road,2030,125.75061012953863
hyderpora,wazapora,residential,front side road,2031,134.55315283860637
hyderpora,wazapora,commercial,front side road,2021,83.3
hyderpora,wazapora,commercial,front side road,2022,89.964
hyderpora,wazapora,commercial,front side road,2023,97.16112000000001
hyderpora,wazapora,commercial,front side road,2024,104.93400960000001
hyderpora,wazapora,commercial,front side road,2025,113.32873036800001
hyderpora,wazapora,commercial,front side road,2026,122.39502879744005
hyderpora,wazapora,commercial,front side road,2027,132.18663110123524
hyderpora,wazapora,commercial,front side road,2028,142.76156158933406
hyderpora,wazapora,commercial,front side road,2029,154.18248651648082
hyderpora,wazapora,commercial,front side road,2030,166.5170854377993
hyderpora,wazapora,commercial,front side road,2031,179.83845227282325
hyderpora,goripora,residential,front side road,2021,68.4
hyderpora,goripora,residential,front side road,2022,73.188
hyderpora,goripora,residential,front side road,2023,78.31116
hyderpora,goripora,residential,front side road,2024,83.79294120000002
hyderpora,goripora,residential,front side road,2025,89.65844708400002
hyderpora,goripora,residential,front side road,2026,95.93453837988004
hyderpora,goripora,residential,front side road,2027,102.64995606647163
hyderpora,goripora,residential,front side road,2028,109.83545299112465
hyderpora,goripora,residential,front side road,2029,117.52393470050339
hyderpora,goripora,residential,front side road,2030,125.75061012953863
hyderpora,goripora,residential,front side road,2031,134.55315283860637
hyderpora,goripora,commercial,front side road,2021,83.3
hyderpora,goripora,commercial,front side road,2022,89.964
hyderpora,goripora,commercial,front side road,2023,97.16112000000001
hyderpora,goripora,commercial,front side road,2024,104.93400960000001
hyderpora,goripora,commercial,front side road,2025,113.32873036800001
hyderpora,goripora,commercial,front side road,2026,122.39502879744005
hyderpora,goripora,commercial,front side road,2027,132.18663110123524
hyderpora,goripora,commercial,front side road,2028,142.76156158933406
hyderpora,goripora,commercial,front side road,2029,154.18248651648082
hyderpora,goripora,commercial,front side road,2030,166.5170854377993
hyderpora,goripora,commercial,front side road,2031,179.83845227282325
hyderpora,pir bagh sector a & b,residential,front side road,2021,64.98
hyderpora,pir bagh sector a & b,residential,front side road,2022,69.52860000000001
hyderpora,pir bagh sector a & b,residential,front side road,2023,74.395602
hyderpora,pir bagh sector a & b,residential,front side road,2024,79.60329414
hyderpora,pir bagh sector a & b,residential,front side road,2025,85.17552472980002
hyderpora,pir bagh sector a & b,residential,front side road,2026,91.13781146088603
hyderpora,pir bagh sector a & b,residential,front side road,2027,97.51745826314804
hyderpora,pir bagh sector a & b,residential,front side road,2028,104.34368034156842
hyderpora,pir bagh sector a & b,residential,front side road,2029,111.64773796547823
hyderpora,pir bagh sector a & b,residential,front side road,2030,119.46307962306169
hyderpora,pir bagh sector a & b,residential,front side road,2031,127.82549519667603
hyderpora,pir bagh sector a & b,commercial,front side road,2021,79.13499999999999
hyderpora,pir bagh sector a & b,commercial,front side road,2022,85.4658
hyderpora,pir bagh sector a & b,commercial,front side road,2023,92.303064
hyderpora,pir bagh sector a & b,commercial,front side road,2024,99.68730912000001
hyderpora,pir bagh sector a & b,commercial,front side road,2025,107.6622938496
hyderpora,pir bagh sector a & b,commercial,front side road,2026,116.27527735756804
hyderpora,pir bagh sector a & b,commercial,front side road,2027,125.57729954617348
hyderpora,pir bagh sector a & b,commercial,front side road,2028,135.62348350986736
hyderpora,pir bagh sector a & b,commercial,front side road,2029,146.47336219065676
hyderpora,pir bagh sector a & b,commercial,front side road,2030,158.1912311659093
hyderpora,pir bagh sector a & b,commercial,front side road,2031,170.84652965918207
laloo sheshgari bagh,bund side,residential,front side road,2021,43.65
laloo sheshgari bagh,bund side,residential,front side road,2022,46.7055
laloo sheshgari bagh,bund side,residential,front side road,2023,49.974885
laloo sheshgari bagh,bund side,residential,front side road,2024,53.47312695000001
laloo sheshgari bagh,bund side,residential,front side road,2025,57.216245836500015
laloo sheshgari bagh,bund side,residential,front side road,2026,61.22138304505502
laloo sheshgari bagh,bund side,residential,front side road,2027,65.50687985820888
laloo sheshgari bagh,bund side,residential,front side road,2028,70.0923614482835
laloo sheshgari bagh,bund side,residential,front side road,2029,74.99882674966335
laloo sheshgari bagh,bund side,residential,front side road,2030,80.2487446221398
laloo sheshgari bagh,bund side,residential,front side road,2031,85.86615674568958
laloo sheshgari bagh,bund side,commercial,front side road,2021,51.0
laloo sheshgari bagh,bund side,commercial,front side road,2022,55.080000000000005
laloo sheshgari bagh,bund side,commercial,front side road,2023,59.4864
laloo sheshgari bagh,bund side,commercial,front side road,2024,64.24531200000001
laloo sheshgari bagh,bund side,commercial,front side road,2025,69.38493696
laloo sheshgari bagh,bund side,commercial,front side road,2026,74.93573191680002
laloo sheshgari bagh,bund side,commercial,front side road,2027,80.93059047014403
laloo sheshgari bagh,bund side,commercial,front side road,2028,87.40503770775555
laloo sheshgari bagh,bund side,commercial,front side road,2029,94.39744072437601
laloo sheshgari bagh,bund side,commercial,front side road,2030,101.94923598232609
laloo sheshgari bagh,bund side,commercial,front side road,2031,110.10517486091219
laloo sheshgari bagh,mushtaq colony,residential,front side road,2021,41.467499999999994
laloo sheshgari bagh,mushtaq colony,residential,front side road,2022,44.370225
laloo sheshgari bagh,mushtaq colony,residential,front side road,2023,47.47614075
laloo sheshgari bagh,mushtaq colony,residential,front side road,2024,50.79947060250001
laloo sheshgari bagh,mushtaq colony,residential,front side road,2025,54.35543354467501
laloo sheshgari bagh,mushtaq colony,residential,front side road,2026,58.16031389280227
laloo sheshgari bagh,mushtaq colony,residential,front side road,2027,62.23153586529843
laloo sheshgari bagh,mushtaq colony,residential,front side road,2028,66.58774337586932
laloo sheshgari bagh,mushtaq colony,residential,front side road,2029,71.24888541218017
laloo sheshgari bagh,mushtaq colony,residential,front side road,2030,76.23630739103281
laloo sheshgari bagh,mushtaq colony,residential,front side road,2031,81.5728489084051
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2021,48.449999999999996
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2022,52.32600000000001
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2023,56.512080000000005
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2024,61.033046399999996
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2025,65.91569011200001
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2026,71.18894532096003
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2027,76.88406094663681
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2028,83.03478582236778
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2029,89.67756868815721
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2030,96.85177418320978
laloo sheshgari bagh,mushtaq colony,commercial,front side road,2031,104.59991611786657
laloo sheshgari bagh,friends colony,residential,front side road,2021,41.467499999999994
laloo sheshgari bagh,friends colony,residential,front side road,2022,44.370225
laloo sheshgari bagh,friends colony,residential,front side road,2023,47.47614075
laloo sheshgari bagh,friends colony,residential,front side road,2024,50.79947060250001
laloo sheshgari bagh,friends colony,residential,front side road,2025,54.35543354467501
laloo sheshgari bagh,friends colony,residential,front side road,2026,58.16031389280227
laloo sheshgari bagh,friends colony,residential,front side road,2027,62.23153586529843
laloo sheshgari bagh,friends colony,residential,front side road,2028,66.58774337586932
laloo sheshgari bagh,friends colony,residential,front side road,2029,71.24888541218017
laloo sheshgari bagh,friends colony,residential,front side road,2030,76.23630739103281
laloo sheshgari bagh,friends colony,residential,front side road,2031,81.5728489084051
laloo sheshgari bagh,friends colony,commercial,front side road,2021,48.449999999999996
laloo sheshgari bagh,friends colony,commercial,front side road,2022,52.32600000000001
laloo sheshgari bagh,friends colony,commercial,front side road,2023,56.512080000000005
laloo sheshgari bagh,friends colony,commercial,front side road,2024,61.033046399999996
laloo sheshgari bagh,friends colony,commercial,front side road,2025,65.91569011200001
laloo sheshgari bagh,friends colony,commercial,front side road,2026,71.18894532096003
laloo sheshgari bagh,friends colony,commercial,front side road,2027,76.88406094663681
laloo sheshgari bagh,friends colony,commercial,front side road,2028,83.03478582236778
laloo sheshgari bagh,friends colony,commercial,front side road,2029,89.67756868815721
laloo sheshgari bagh,friends colony,commercial,front side road,2030,96.85177418320978
laloo sheshgari bagh,friends colony,commercial,front side road,2031,104.59991611786657
laloo sheshgari bagh,old mohalla,residential,front side road,2021,43.65
laloo sheshgari bagh,old mohalla,residential,front side road,2022,46.7055
laloo sheshgari bagh,old mohalla,residential,front side road,2023,49.974885
laloo sheshgari bagh,old mohalla,residential,front side road,2024,53.47312695000001
laloo sheshgari bagh,old mohalla,residential,front side road,2025,57.216245836500015
laloo sheshgari bagh,old mohalla,residential,front side road,2026,61.22138304505502
laloo sheshgari bagh,old mohalla,residential,front side road,2027,65.50687985820888
laloo sheshgari bagh,old mohalla,residential,front side road,2028,70.0923614482835
laloo sheshgari bagh,old mohalla,residential,front side road,2029,74.99882674966335
laloo sheshgari bagh,old mohalla,residential,front side road,2030,80.2487446221398
laloo sheshgari bagh,old mohalla,residential,front side road,2031,85.86615674568958
laloo sheshgari bagh,old mohalla,commercial,front side road,2021,51.0
laloo sheshgari bagh,old mohalla,commercial,front side road,2022,55.080000000000005
laloo sheshgari bagh,old mohalla,commercial,front side road,2023,59.4864
laloo sheshgari bagh,old mohalla,commercial,front side road,2024,64.24531200000001
laloo sheshgari bagh,old mohalla,commercial,front side road,2025,69.38493696
laloo sheshgari bagh,old mohalla,commercial,front side road,2026,74.93573191680002
laloo sheshgari bagh,old mohalla,commercial,front side road,2027,80.93059047014403
laloo sheshgari bagh,old mohalla,commercial,front side road,2028,87.40503770775555
laloo sheshgari bagh,old mohalla,commercial,front side road,2029,94.39744072437601
laloo sheshgari bagh,old mohalla,commercial,front side road,2030,101.94923598232609
laloo sheshgari bagh,old mohalla,commercial,front side road,2031,110.10517486091219
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2021,45.0
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2022,48.15
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2023,51.520500000000006
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2024,55.12693500000001
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2025,58.98582045000001
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2026,63.11482788150002
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2027,67.53286583320502
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2028,72.26016644152938
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2029,77.31837809243645
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2030,82.730664558907
laloo sheshgari bagh,iqbal abad sector 2,residential,front side road,2031,88.5218110780305
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2021,51.0
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2022,55.080000000000005
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2023,59.4864
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2024,64.24531200000001
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2025,69.38493696
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2026,74.93573191680002
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2027,80.93059047014403
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2028,87.40503770775555
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2029,94.39744072437601
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2030,101.94923598232609
laloo sheshgari bagh,iqbal abad sector 2,commercial,front side road,2031,110.10517486091219
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2021,51.300000000000004
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2022,54.891000000000005
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2023,58.73337
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2024,62.84470590000001
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2025,67.24383531300002
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2026,71.95090378491001
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2027,76.98746704985373
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2028,82.37658974334349
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2029,88.14295102537754
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2030,94.31295759715398
"natipora,chanapora, budshah nagar",dilsoz colony,residential,front side road,2031,100.91486462895476
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2021,62.17749999999999
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2022,67.1517
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2023,72.523836
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2024,78.32574288
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2025,84.5918023104
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2026,91.35914649523203
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2027,98.66787821485059
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2028,106.56130847203866
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2029,115.08621314980175
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2030,124.29311020178591
"natipora,chanapora, budshah nagar",dilsoz colony,commercial,front side road,2031,134.23655901792878
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2021,54.0
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2022,57.78
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2023,61.824600000000004
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2024,66.15232200000001
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2025,70.78298454000002
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2026,75.73779345780002
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2027,81.03943899984603
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2028,86.71219972983526
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2029,92.78205371092373
"natipora,chanapora, budshah nagar",azad basti west,residential,front side road,2030,99.27679747068841
